"Compound","rt","mz","240927_50MeOH_pos_P2A1_1_9665","240927_50MeOH_pos_P2A1_1_9666","240927_50MeOH_pos_P2A1_1_9667","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9668","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9669","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9670","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9671","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9672","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9673","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9674","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9675","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9676","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9725","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9726","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9727","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9728","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9729","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9730","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9731","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9732","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9733","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9782","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9783","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9784","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9785","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9786","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9787","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9788","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9789","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9790"
"88.49998 Da 404.57 s",6.74,89.50725,7612,7376,6810,6990,8984,7978,0,8250,8106,8600,8748,7258,9590,9440,10494,9440,9580,10352,9322,9594,9086,9028,10124,9870,9386,8802,8486,9752,9664,9908
"104.94641 Da 404.01 s",6.73,105.95369,3260,4046,4046,3634,4154,3908,3716,3586,4352,3748,4042,3714,3294,3624,3996,4602,4142,3734,4292,4036,3846,4306,4504,4002,4404,4784,4036,4054,5218,3950
"107.95404 Da 405.04 s",6.75,108.96131,2700,3576,2868,2940,3072,3334,2618,2622,2682,2900,3674,3166,3010,3852,3310,3070,3400,3322,2964,2970,3538,3008,2892,3406,2872,2864,3534,2916,3480,3194
"105.98484 Da 404.04 s",6.73,106.99212,2886,2902,2528,2832,2964,3166,3060,2336,3092,2966,3132,3126,1976,2288,2566,2602,2526,2392,2586,2168,1942,1892,1812,2146,2022,1632,1736,1890,1656,2124
"153.95904 Da 404.06 s",6.73,154.96632,6152,6308,7252,6220,6550,6202,6716,6618,6782,6426,6524,7476,5822,6774,6892,5848,7058,7698,6978,6542,6700,7242,6360,6446,7158,6288,7344,6570,6678,8042
"130.95426 Da 404.12 s",6.74,131.96154,2334,2288,2114,2276,2308,2252,2224,2262,2358,2166,2192,2230,2298,2728,3022,2476,2536,2582,2636,2344,2496,2916,3032,2744,2750,2646,2730,2210,3138,2818
"102.94835 Da 404.15 s",6.74,103.95562,8798,6988,7772,6690,7092,7410,7080,7054,7446,6716,7050,7106,7126,8138,7518,6932,6794,6912,7940,8446,8554,7318,8678,7338,7206,7510,8018,7024,8494,7614
"156.99514 Da 404.38 s",6.74,158.00242,9500,9010,9032,8256,10880,9514,9966,9304,9806,10558,9546,10290,7562,8106,7920,8234,8780,8360,7980,8856,8388,8874,9676,7652,7886,6862,6890,7742,8038,7974
"171.96924 Da 404.48 s",6.74,172.97652,1644,1786,2170,2058,1894,1878,2022,1806,1868,1878,1970,1958,1938,1804,2092,1848,1692,2080,1800,1888,1658,1500,1564,1732,1438,1478,1542,1638,1768,1592
"81.99020 Da 404.64 s",6.74,82.99747,4040,0,3538,0,0,0,3678,4002,0,0,0,0,0,0,0,6870,5448,0,0,5752,0,0,0,0,0,0,0,0,0,0
"163.97969 Da 404.69 s",6.74,82.99712,0,3702,0,3676,3848,3606,0,0,3680,3898,3918,5066,7756,5902,5590,0,0,5544,5744,0,5266,6016,6300,6404,6814,5646,6874,5936,6388,6802
"154.98601 Da 404.73 s",6.75,78.50028,0,2194,0,2166,0,0,0,0,1556,1368,0,0,2598,2572,0,0,1486,1748,0,0,0,2954,2970,0,1496,2110,2996,0,1630,0
"113.96429 Da 404.97 s",6.75,114.97157,2492,2532,2534,2534,0,3348,3396,2862,3298,2484,2934,3490,2692,3276,2872,0,3536,3464,3128,2980,3188,2316,3096,0,2764,2664,3280,3018,3148,3018
"158.96137 Da 405.57 s",6.76,141.9582,83908,82770,74440,74420,78058,77012,72038,76652,74492,77930,75920,77064,69760,67236,73434,67636,70076,71830,70530,72646,71314,64240,64350,64042,62976,65954,65202,65672,62760,62224
"304.89138 Da 405.32 s",6.76,287.88824,9744,8572,8360,7966,8420,8036,7588,8380,7674,7340,8806,8692,7508,6820,8282,7566,7452,8250,7846,7940,7636,7456,6692,6328,6316,7458,6912,6484,6270,6228
"275.88873 Da 406.19 s",6.77,276.89582,5574,6100,5858,5626,6234,6178,5574,6686,6820,6578,6824,6768,5094,5446,5990,5622,5800,5946,6006,5936,6770,5322,5756,5844,5650,5672,5180,5430,5306,5666
"281.87501 Da 405.47 s",6.76,246.86162,4212,3576,3894,3542,3688,3446,3458,3226,3102,3220,3260,3966,3718,3168,3776,3212,3060,3418,3334,3054,3518,3256,3260,2836,3036,2926,3052,2708,3386,2864
"246.93470 Da 405.28 s",6.75,247.94198,2902,2346,2594,1936,2358,2266,2228,2250,1888,2052,2304,2390,1682,1396,1976,2092,1810,1776,2110,1728,1794,1756,1532,1752,1672,1560,1940,1570,1324,1922
"112.95643 Da 405.52 s",6.76,113.96371,14446,12714,14104,12110,0,14178,12320,11638,14112,13586,12600,12372,12368,11082,12306,11738,11798,11654,11954,11566,11582,10190,10436,10652,10712,10172,10266,10630,10742,10458
"138.95553 Da 405.48 s",6.76,139.96281,5326,5430,5372,4824,5084,5010,5550,5630,5204,5516,4536,5598,4500,4294,5182,4696,5036,4870,4686,4572,4764,4786,4806,4366,4746,4986,3874,4360,4208,4240
"67.98748 Da 405.01 s",6.75,68.99475,0,52,2776,0,2726,0,0,0,2924,2916,0,2598,3496,4272,0,0,3856,0,0,3308,3294,3824,0,0,0,3808,0,0,0,0
"362.78123 Da 406.27 s",6.77,363.78851,1434,1504,1680,1652,1962,1392,1406,1798,1644,1870,1642,1592,1286,1736,1940,1878,1806,1586,1976,2146,1734,1698,1842,1716,1836,1838,1620,1518,1524,1632
"258.88677 Da 405.03 s",6.75,259.89405,5118,4866,4096,4382,3896,3894,3904,4320,4148,3616,4100,3296,2936,2994,2984,3052,3054,2990,2928,2544,3344,2230,2746,2870,2646,2794,3040,2618,2722,2298
"77.49356 Da 405.00 s",6.75,78.50083,2544,2118,2256,0,2100,1936,2234,2372,2556,2644,1902,2328,3006,2904,2956,2916,3180,2710,2930,2654,2798,0,2886,3244,2620,2652,3268,2972,2784,3156
"153.98444 Da 407.95 s",6.8,77.99949,0,18934,19424,0,0,2358,11964,0,0,0,0,0,42068,0,0,26702,0,0,0,0,0,0,23776,0,25448,0,22326,0,12908,0
"195.01007 Da 406.74 s",6.78,98.51231,0,0,0,0,0,0,0,0,18094,0,0,0,26902,0,0,0,14532,0,8234,0,9032,4948,11816,0,13412,10910,0,3722,7946,3720
"71.93060 Da 405.38 s",6.76,72.93787,14376,14618,12938,13090,13470,11778,12168,13658,11850,13434,13070,13678,13670,10834,11806,10902,11290,10628,10924,10698,11088,10106,10766,11244,10248,9584,8952,8860,9000,9612
"135.45503 Da 407.16 s",6.79,136.46231,0,3598,0,0,0,3698,3614,0,0,4180,3712,4406,3462,0,0,0,0,0,0,4126,4518,0,0,3360,3726,0,3122,3856,4076,0
"144.46019 Da 407.49 s",6.79,127.45685,1650,2026,0,1752,0,1884,2000,0,0,2514,0,0,2290,3236,2934,3064,3014,0,0,2698,0,0,0,3348,3146,3124,0,0,0,0
"89.94189 Da 405.17 s",6.75,90.94917,1900,1960,1908,1894,1888,1746,1672,2060,1532,1800,1814,2036,1634,1672,1408,1176,1692,1282,1430,1374,1422,1530,1306,1282,1450,1246,1022,1174,1162,1200
"252.89930 Da 406.70 s",6.78,127.45693,1992,1858,2066,0,2204,0,0,2102,2418,0,2502,2396,2200,0,0,0,0,3354,3122,0,3032,3044,2746,0,2890,0,2706,3234,3264,2924
"288.92019 Da 407.77 s",6.8,145.46737,3446,2980,3016,0,0,0,0,2960,3170,3496,0,3568,0,0,2696,3004,3210,0,3390,3018,0,2452,3026,2964,3022,2734,0,2406,2492,0
"116.92725 Da 407.74 s",6.8,117.93453,2310,2432,3136,2690,0,2750,3078,2926,3236,3262,2882,3320,2686,3454,3940,3578,3756,0,3766,0,0,3684,3798,3564,3116,3278,3436,3456,3234,3296
"280.86757 Da 406.20 s",6.77,281.87485,2548,2748,2632,2468,2752,2758,2662,2608,2768,3538,2986,2744,2334,2698,2412,2444,2840,3320,2630,3402,2886,3034,2666,2622,2488,2832,1886,2542,3086,2652
"270.90986 Da 406.78 s",6.78,136.46221,3622,0,3756,3768,3794,0,3376,3770,3688,4598,3552,0,0,5162,3708,3942,4160,4014,4348,0,0,3468,3964,3362,0,3540,0,0,0,3660
"407.77984 Da 406.66 s",6.78,408.78712,1322,1304,1504,1644,1620,1472,1578,1818,1748,1720,1768,1750,1590,2158,1766,1878,1790,2204,2066,1936,1970,2040,1938,1654,1872,1828,1828,2466,1824,1824
"148.98006 Da 405.13 s",6.75,149.98734,2364,2238,2434,2310,2230,2666,3058,2478,2694,2642,2376,2662,2148,2818,2764,3086,2580,2342,2856,2602,2536,2702,2588,2774,2630,3132,2488,2750,2770,2740
"155.96974 Da 407.21 s",6.79,156.97702,1590,1450,1786,1746,1664,1580,1348,1686,1694,1936,1856,1518,2236,1522,1830,1254,1206,684,1250,1612,1262,1450,1392,1654,1374,1410,1708,1748,1386,1430
"425.78818 Da 406.95 s",6.78,426.79546,1286,1146,1142,1316,1706,1346,1662,1278,1728,1726,1408,1468,1188,1414,1384,1554,1550,1792,2014,1496,1698,1982,1386,1282,1490,1350,1316,1568,1310,1600
"129.00020 Da 408.03 s",6.8,130.00748,5220,4658,5190,4006,5084,5202,4518,4408,4506,4362,4634,4798,4932,4192,4902,3898,4286,4346,3712,3578,3750,4534,3532,4244,4114,3948,3838,3556,3398,3910
"95.95372 Da 407.55 s",6.79,96.961,1828,1978,1924,1818,1932,2024,1888,1454,2210,2048,2634,2716,2164,1874,2130,2220,2272,2096,2226,2248,2402,1980,1906,2216,2362,2322,2058,2146,2096,0
"146.96288 Da 407.63 s",6.79,147.97016,0,1076,1142,0,1222,0,894,0,0,0,0,1230,656,1178,0,0,0,1594,0,1466,1450,854,0,1290,2244,1872,0,0,1344,0
"42.03193 Da 405.09 s",6.75,43.03921,2354,2234,3480,2604,2576,3100,2344,3130,2382,2554,2260,2348,13160,2254,2426,2754,2498,2704,2254,2306,1832,2194,2180,2066,2832,2260,2262,2170,2094,2358
"101.00570 Da 406.50 s",6.78,102.01297,0,3852,3562,3660,3446,0,3314,3920,4052,3864,3448,3568,0,3112,3622,2928,3478,3092,2752,3012,3098,3098,2690,3008,3108,0,3762,3602,3340,0
"135.97436 Da 405.04 s",6.75,68.99446,2658,1958,0,2310,0,2510,3216,2332,0,0,2724,0,0,0,3868,4150,0,3950,4224,0,0,0,3900,3804,4274,0,4116,3502,3942,3258
"130.96664 Da 407.26 s",6.79,131.97392,2920,2804,2580,2446,3332,2886,2514,2402,2600,2310,2958,2592,1674,2182,2436,2208,0,2122,2144,1992,1870,2054,1882,1744,2028,1960,2028,1732,2052,1540
"181.97718 Da 405.62 s",6.76,182.98445,5146,6020,5396,5810,5026,5612,5126,5916,5254,5930,6166,5848,5354,4760,5466,5228,5864,6204,5394,5532,5066,4720,5082,4920,5082,4794,4730,4722,4942,5530
"262.85670 Da 406.21 s",6.77,263.86398,2228,1942,2084,1834,2098,2136,1914,1914,2020,2422,2534,1996,2606,2430,2380,2384,2228,2638,2638,2902,3048,2614,2650,2354,2388,2416,2336,2286,2638,2880
"303.88332 Da 406.27 s",6.77,304.89059,1954,1832,2114,1898,2150,1908,2120,2094,1950,2068,2068,1958,1962,2374,2042,2350,1884,2486,2384,2334,2492,2058,2074,1826,1972,2074,1880,2036,2034,2054
"130.99594 Da 405.59 s",6.76,132.00321,2080,1948,2498,1942,1872,2588,2240,1938,2138,2880,2606,2554,1676,1888,2308,2010,2152,1872,2288,1962,2256,2140,1904,2044,1972,2038,2178,2040,1960,1878
"176.97063 Da 405.62 s",6.76,177.97791,1888,1850,1812,1876,1958,1548,1640,1550,2554,1694,1508,2056,1112,0,1212,1230,1466,1436,1478,1376,1240,1570,1168,1396,1416,1120,1160,984,1118,1162
"155.95806 Da 406.41 s",6.77,156.96533,2308,1890,2492,2322,0,2472,2100,2646,2406,2770,3270,2916,2520,2716,2688,3446,0,2820,2852,2226,0,3234,2846,2388,0,2800,2776,3092,2906,3014
"274.88063 Da 409.71 s",6.83,275.88791,2776,3140,2804,2902,3094,2924,3292,2964,3006,4246,4234,3352,3106,4204,3546,3722,4178,3850,3178,3496,3236,3200,3462,3484,3338,3144,3460,3310,3392,3644
"157.95350 Da 408.84 s",6.81,158.96078,32236,32262,34442,32984,36778,33348,36314,26118,39344,44032,0,41078,40606,0,0,45334,0,44282,42964,43388,43400,41520,0,0,0,44004,0,39150,0,42518
"129.95883 Da 409.57 s",6.83,130.9661,11886,8638,12544,12546,12860,11782,11712,6984,15204,18442,0,16018,17236,0,16998,18158,24230,17338,14938,16514,13400,10222,21270,23212,0,15492,0,0,21884,12126
"185.94824 Da 409.80 s",6.83,186.95552,20620,16942,21788,14268,20790,17000,16702,22410,21364,22262,20962,21770,23718,22046,0,25500,20810,25352,25494,25426,24040,20786,0,0,0,26534,0,25752,19214,21110
"279.85982 Da 410.03 s",6.83,280.86709,1738,2096,2254,1736,2136,2172,2428,2404,2108,2244,3040,2514,2010,2478,2402,2304,2358,2594,2128,2236,2110,2288,2186,2230,2348,2326,1810,2410,2318,2524
"302.87583 Da 410.14 s",6.84,303.88311,3914,4568,4752,3884,4796,2384,5166,4554,5042,5248,5658,5380,4388,5738,5436,5494,5348,5344,5868,6192,5328,3576,5136,4802,5226,5252,4674,5374,5004,5514
"68.06427 Da 410.72 s",6.85,69.07155,3650,3656,3464,3260,4000,2044,3896,1992,2706,3352,3376,3472,2996,2594,2434,1862,2762,1886,2354,2190,2086,0,2806,2172,2188,2242,1852,1886,2216,2052
"261.84938 Da 411.47 s",6.86,262.85666,1136,1474,1538,1326,1502,1294,1546,984,1522,1684,1428,1636,1496,1858,1708,1784,2118,2092,1492,1976,1992,1950,1940,2140,1870,2408,1858,1764,2014,2432
"162.93227 Da 411.82 s",6.86,163.93954,3840,3678,3986,2754,3618,3252,4492,3994,3256,3870,3816,3446,3900,3456,3752,3888,3194,3642,2958,3664,3978,3224,3616,3784,3830,3754,4792,2286,0,2668
"148.94800 Da 412.56 s",6.88,149.95528,1944,0,2594,2244,3018,2070,2864,0,2506,2896,0,0,0,4186,0,0,0,2982,2888,3076,3126,2090,3444,0,0,3288,3478,2834,3766,0
"151.03970 Da 412.57 s",6.88,152.04698,4230,4230,3576,3056,3480,2942,4536,4094,3830,4670,4400,3234,4650,4552,5486,4706,4662,4022,4076,4084,3814,3136,5026,4738,4808,3752,4440,3916,4852,4746
"144.92192 Da 412.78 s",6.88,145.92919,6176,5040,5684,3610,5644,2812,6844,6244,5906,6914,6558,6488,6950,7468,7986,8008,6530,7258,7524,8034,7252,4380,11370,7834,0,7170,8674,8046,0,4052
"111.94845 Da 414.56 s",6.91,112.95573,3340,4260,3830,3186,2662,3424,0,0,3782,4512,0,4260,4720,6288,5960,4654,0,5094,0,4486,4258,5702,5450,6070,5344,6138,5554,4718,0,4604
"223.89687 Da 412.92 s",6.88,112.95571,2192,0,0,2278,3356,1614,5116,4656,3934,3176,4938,4744,3650,5832,0,5200,6592,3202,4836,2962,0,2644,5106,5232,0,0,0,0,5936,0
"175.96367 Da 412.97 s",6.88,176.97095,8112,10290,8710,8554,10140,7108,11750,12464,10352,10258,11584,10086,7558,11612,11972,9514,0,10510,8922,9576,8868,0,9106,10214,9710,8444,10922,7364,10212,7142
"183.95224 Da 412.98 s",6.88,184.95951,1686,1430,2388,1190,1662,1112,1562,1418,1948,1884,1768,1870,2498,1844,2796,2230,1772,1510,2478,2306,1796,2570,2200,2128,1898,2736,2884,2294,1466,2450
"134.93767 Da 413.26 s",6.89,135.94495,1258,1974,1302,1126,1372,960,1632,1876,1688,1646,1794,1730,1300,0,2258,1332,1330,1632,1454,1768,1440,1370,1608,1790,1596,1716,1868,1952,1560,0
"117.07885 Da 413.58 s",6.89,118.08613,0,20714,18288,15786,17322,13568,19070,20184,17580,18070,19354,19560,20302,19276,21378,0,20704,17916,19772,18214,15560,18540,21030,21840,20770,19370,21712,18150,21090,19240
"138.01210 Da 415.09 s",6.92,70.01333,0,8132,0,0,0,2228,8260,0,0,0,0,0,0,0,10814,7716,0,6688,8830,0,6790,9258,12616,12604,0,8798,9438,8616,10434,0
"83.95323 Da 413.69 s",6.89,84.9605,6484,9884,4246,2984,4400,3020,8648,7600,6366,7422,0,6532,0,9240,0,6444,10082,6306,6472,5850,4392,6202,7196,6666,7582,6408,6822,5696,6828,7926
"207.93566 Da 414.86 s",6.91,208.94294,1284,1436,1492,0,886,1098,1750,1524,1576,1340,1640,1842,1126,2190,1896,1254,0,1934,1330,1616,1556,1542,2250,1988,2268,1942,2510,1828,1642,1500
"153.03675 Da 414.90 s",6.92,154.04403,1040,1728,1376,1308,1518,0,1780,1864,1270,1424,1736,1262,1538,1568,1774,1540,1540,1452,1356,1400,1472,1566,2440,2038,1962,1342,1598,1468,1642,1548
"41.02877 Da 416.16 s",6.94,42.03605,47776,0,51744,41788,16916,33340,70130,55962,45198,44594,0,43914,38334,0,0,45354,0,42196,42390,45034,40856,49990,0,0,0,41834,0,46592,0,45162
"153.98413 Da 415.12 s",6.92,77.99934,0,0,0,1264,0,0,3376,7742,4724,4174,0,4710,0,0,3622,0,0,0,7054,7326,3376,0,14906,0,0,8782,0,0,0,9620
"156.02225 Da 417.01 s",6.95,79.0184,7694,12696,7494,7594,3862,2450,10574,8530,6992,7960,2794,6762,3352,6328,9540,7914,10622,7576,8074,8958,5764,7474,7020,6606,7292,8126,8288,7308,6304,9130
"171.99546 Da 414.99 s",6.92,87.00501,16498,52146,15738,28682,9180,5944,35474,25552,13610,14278,0,13778,97866,0,0,0,12740,13506,16660,13198,10506,17570,29622,11318,0,0,23248,0,28588,16430
"140.95090 Da 415.43 s",6.92,141.95818,22086,53828,24340,0,0,16206,42098,33600,22172,20494,0,23572,0,0,0,21674,0,20762,22872,22118,21986,26660,0,0,0,25140,0,23470,0,23304
"140.04493 Da 416.84 s",6.95,71.02974,7298,7074,8574,2990,4190,6986,9532,7952,7270,9024,9202,7548,6180,8032,8010,8214,7612,7888,8348,9952,4492,8092,8034,8446,0,8132,8644,7906,10056,8808
"76.99196 Da 415.19 s",6.92,77.99923,5588,0,5374,2904,3322,2124,9224,0,2218,5206,0,6000,2330,0,5470,6406,0,6616,6822,0,5318,10292,9052,0,0,0,0,8286,5750,0
"157.95352 Da 415.69 s",6.93,158.9608,0,43312,0,0,0,25310,46378,44528,47266,47728,46178,0,0,53344,54060,48362,53236,49492,48700,0,40814,50982,50568,51966,49942,48400,50534,49158,51442,51934
"116.92716 Da 415.00 s",6.92,117.93443,2924,3450,3540,2204,3364,1658,3858,3690,3868,3648,4420,4666,3838,4582,4520,4264,4398,4170,3944,4022,3598,4130,4514,4334,4716,4342,4186,4410,4674,4450
"147.96911 Da 416.60 s",6.94,148.97638,5572,6726,6014,6322,4396,4198,7228,7508,6096,5940,8082,6210,5152,7262,6596,6526,7798,6398,6872,7620,6790,6366,6824,6068,6266,5898,6516,6434,6246,6600
"55.96204 Da 415.33 s",6.92,56.96932,10468,0,8198,6506,6472,5400,10008,9552,8406,8926,0,9272,6012,0,7350,9118,0,7374,8236,7486,6406,7900,8168,8684,10018,8010,0,7718,8082,7558
"259.91762 Da 415.45 s",6.92,130.96609,0,0,0,8876,0,10388,0,19010,0,0,22090,0,0,0,0,0,0,20962,0,0,0,21300,0,0,18894,0,20260,0,0,0
"113.96403 Da 416.24 s",6.94,114.97131,3102,2954,3060,0,3046,1680,4220,2752,4040,3750,4038,3702,3096,3402,3338,3782,3480,3924,3876,3532,2754,3468,3172,3712,3396,3508,3700,3414,3578,0
"129.95883 Da 416.60 s",6.94,130.9661,16212,18658,16280,15128,2712,0,23206,18698,17208,17668,20540,21390,11868,25008,24394,20544,22594,0,18596,22134,19980,0,20564,21070,21202,21844,18322,19990,0,22506
"155.95815 Da 416.97 s",6.95,156.96543,3628,2966,3486,3496,2742,2948,3374,3318,3334,3216,3298,3530,2828,4084,3524,2894,3486,3428,3434,3262,3212,3268,3746,3608,3512,3732,3456,3296,3484,3326
"70.02277 Da 417.05 s",6.95,71.03005,0,0,7260,0,1746,2350,5070,0,6376,3088,3984,7258,7840,0,10990,0,11686,7674,0,0,5954,0,10078,0,0,0,8944,6860,9844,8806
"148.93254 Da 417.26 s",6.95,131.92942,10612,8500,10048,5456,3572,4998,7710,8370,9116,9912,8154,8790,5674,8806,9330,8372,10040,8258,7884,8396,7078,8574,9658,8322,8240,8272,8694,7712,7738,7554
"173.94706 Da 417.34 s",6.96,174.95434,2864,2302,2904,1152,1542,2126,2212,2316,2626,2568,2154,2600,2078,2812,2258,3386,2842,2568,2492,2628,2074,2538,2404,2836,2138,2686,2728,2216,2422,2658
"153.99508 Da 417.80 s",6.96,155.00236,780,0,2104,0,826,0,914,854,0,882,914,1086,0,0,0,0,654,784,554,0,786,2012,464,796,522,640,470,564,508,0
"147.92470 Da 417.31 s",6.96,148.93197,1224,1766,1382,640,1058,684,1514,1782,2298,2112,1474,1840,938,2128,2004,1708,2370,1828,1492,1976,1688,1502,1720,1766,1402,2310,1830,1600,2006,1858
"171.94850 Da 417.22 s",6.95,172.95577,5792,5976,5754,2732,2264,3442,4396,4668,5112,5320,4782,4202,3322,4380,4564,4822,5048,4528,4418,5790,3988,4618,5560,5216,4374,5104,4944,3936,5444,4650
"175.91964 Da 417.33 s",6.96,176.92692,1890,1460,1886,882,598,864,1990,1084,2266,2426,1554,1994,1300,1968,2028,2192,1888,2310,2260,2402,1368,2024,2196,2202,2488,2228,1962,1850,2912,2678
"174.94648 Da 417.25 s",6.95,175.95376,2836,2660,2948,1524,1512,1614,1966,2654,3048,2202,2360,2566,1894,2294,3094,2286,2312,2518,2122,2312,1684,1740,1920,1926,1636,2210,1904,1738,1738,2090
"133.92046 Da 417.42 s",6.96,134.92774,1922,1650,1996,1050,1016,888,1614,1532,2186,1698,1568,1818,1050,2278,2066,1568,1766,1948,1324,1992,1472,1224,1338,1440,1472,1396,1768,1316,1392,1548
"95.95383 Da 417.33 s",6.96,96.9611,2106,2016,2064,0,1512,898,2060,2030,1886,1982,1456,2442,1888,2670,2758,2036,2594,1846,2600,2110,1438,1844,2494,2780,2064,2218,0,2156,2302,2566
"185.94853 Da 417.96 s",6.97,186.95581,38268,19562,0,0,17552,12432,21970,18138,31694,33400,18522,32526,0,0,27504,0,0,29138,0,0,23156,0,33728,0,34780,0,39428,30224,32346,0
"227.92803 Da 418.43 s",6.97,114.97129,3500,3080,3872,2374,2064,4022,2800,3540,0,3670,2756,3678,3746,3178,3678,3554,3728,0,0,3654,2582,3656,3808,0,3898,3314,3196,3638,4090,3686
"117.07883 Da 418.54 s",6.98,118.0861,17384,0,16964,0,15182,13878,0,0,17614,17150,16688,18898,0,0,0,18464,17986,0,18158,0,15852,18710,19914,20130,0,19614,0,17626,17982,0
"129.00048 Da 419.95 s",7,130.00776,5180,4006,4296,4074,1796,1746,2360,2296,3856,4260,2492,3536,2802,3524,3940,3388,3022,3422,3588,3516,2168,4004,3974,3908,3906,2974,3808,2454,3946,3446
"69.00605 Da 418.75 s",6.98,70.01333,5194,0,6316,2512,3690,1852,2546,7100,5586,6278,2730,6182,9426,9310,6630,7768,7118,7476,8112,7884,2442,8670,0,10082,6868,7486,8746,4536,8726,9682
"129.95883 Da 420.01 s",7,130.96611,14164,10446,14766,7194,5306,4278,17468,10320,0,15950,0,15944,0,16620,0,0,0,14114,0,0,11452,0,0,0,0,14922,19384,19186,18686,0
"130.99574 Da 421.31 s",7.02,132.00301,2008,0,1858,1882,0,1968,1332,1734,1776,1842,1418,1792,1864,1570,1200,1702,2062,1934,2012,1436,1132,1718,1652,2016,2052,1900,1728,1252,1696,1964
"432.19776 Da 419.44 s",6.99,433.20504,2066,1408,2000,0,0,0,1832,0,2266,1872,0,1942,0,1852,1612,1842,2100,1796,0,1808,1430,1740,1530,1970,1774,1622,1704,1410,1864,1594
"78.01152 Da 419.95 s",7,79.01879,6752,2168,0,0,1660,1472,3850,3520,7170,6640,0,7374,9252,6940,4670,0,6962,0,6368,6796,3016,6212,6608,7162,7298,6692,7690,3370,6968,7794
"240.87569 Da 420.26 s",7,241.88319,17350,10016,15098,4748,4420,4300,9594,8156,14448,14472,8198,13220,6136,13974,11152,12890,13582,13322,14214,13680,8190,14888,13124,13624,13486,13860,13250,8734,11718,13088
"261.88477 Da 420.32 s",7.01,244.88173,3368,2146,3310,1080,1146,1432,2292,2224,3614,3100,1996,3076,1696,3390,2916,3822,3342,3754,3122,2800,2398,2848,2894,2990,2890,2832,3170,1624,2460,2582
"260.88656 Da 420.27 s",7,243.88358,3298,1746,3734,930,794,1024,2426,1870,2910,3462,1794,2966,1680,3590,2680,3444,3126,3878,3120,2918,1794,3208,3396,3658,2876,2838,3052,2952,2776,2996
"234.86259 Da 420.33 s",7.01,235.86965,1996,1404,2088,886,862,876,1312,1352,2128,2244,1602,2790,1036,2268,1760,2218,2116,2300,1956,1974,1196,1444,2058,2486,1826,2524,2092,1910,2494,1646
"219.89677 Da 420.41 s",7.01,242.88419,3290,1650,2388,1250,880,1094,1598,1712,2992,2264,1452,2546,1330,2432,2228,2392,1904,2186,2412,2250,1662,2522,2370,2482,2328,2388,2136,1654,2262,2110
"258.88615 Da 420.21 s",7,259.89343,13164,9072,12366,3722,4206,4680,8120,7376,12014,12736,7432,12196,5474,10272,9072,9108,10900,9080,8464,9050,7274,8674,9284,8890,9208,8768,8736,7136,7742,9342
"224.90347 Da 420.28 s",7,225.91075,4110,2568,3506,1560,1692,1372,2640,2038,4538,3518,2734,3110,1540,3970,3404,3934,3720,4768,4322,3702,2944,3934,4104,3948,3672,4540,3552,2578,3800,4036
"242.91404 Da 420.32 s",7.01,243.92131,2628,1512,2850,1012,1062,1250,1514,1738,2282,2694,1656,2544,1434,3120,1878,2516,2066,2476,2118,2522,1354,2688,2104,2574,2054,2420,2704,1670,2282,2538
"244.84698 Da 420.28 s",7,245.85426,3846,1596,3654,678,492,624,2392,1990,4232,3722,1992,3620,1682,3266,3186,3768,4110,3300,3884,3676,1804,4500,5432,3886,4034,4560,3608,3228,3782,5044
